"Director.Name","Birthday","Birthplace","Highest.Rated","Lowest.Rated","title","year","tomatometer","audience_score","box_office","credits","category","category01"
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Police Story","1973",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Shirts/Skins","1973",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Mr. Inside/Mr. Outside","1973",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Honky","1972",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Cry for Me, Billy","1972",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Jigsaw","1972",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Man on the Move","1972",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Congratulations, It's a Boy!","1971",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Marriage: Year One","1971",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Magic Carpet","1971",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Thief","1971",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Intruders","1970",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Change of Habit","1969",10,64,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Trial Run","1969",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Then Came Bronson","1968",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Submarine X-1","1968",NA,17,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Legend of Custer","1968",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Waterhole No. 3","1967",NA,56,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Doomsday Flight","1966",NA,36,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","William Comes to Town","1948",NA,NA,NA,"William Brown (Character)","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Fugitive","2001-2001",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","7 Days","2000-2000",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The X-Files","1993-1994,1998",74,85,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Otherworld","1985-1985",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Police Story","1973-1973",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Ironside","1967-1967",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Batman","1966-1966",72,79,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Fugitive","1963-1965",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Big Valley","1965-1965",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","12 O'Clock High","1965-1965",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Dr. Kildare","1962-1963",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Virginian","1963-1963",NA,NA,NA,"Director","TV Show",0
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Route 66","1961-1962",NA,NA,NA,"Director","TV Show",0
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Depravity","2024",NA,NA,NA,"Producer,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Latency","2024",33,21,NA,"Producer,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Sheroes","2023",40,42,NA,"Producer,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","One Night in Bangkok","2020",33,34,NA,"Director,Screenwriter,Producer,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Paradise Z","2020",NA,NA,NA,"Director,Writer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Invincible","2020",NA,NA,NA,"Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","The Driver","2019",NA,8,NA,"Director,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Zero Tolerance","2015",NA,17,NA,"Director,Screenwriter,Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Tekken: Kazuya's Revenge","2014",NA,9,NA,"Director","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","The Mark 2: Redemption","2013",NA,NA,NA,"Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Once Upon a Time in Vietnam","2013",NA,24,NA,"Cinematographer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","The Lost Medallion: The Adventures of Billy Stone","2013",NA,53,549632,"Producer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","Ballistic: Ecks vs. Sever","2002",NA,20,14294842,"Director,Producer","Movie",1
"Wych Kaosayananda","Not Available","Thailand","Sheroes (2023)","Ballistic: Ecks vs. Sever (2002)","The Doorman","1999",NA,NA,NA,"Junior Lopez (Character)","Movie",1
